ID,YEAR,EXP,WKS,OCC,IND,SOUTH,SMSA,MS,FEM,UNION,ED,BLK,LWAGE
29,1982,37,49,0,0,0,1,1,0,0,14,0,7.5600801
30,1976,17,47,0,0,1,1,0,1,0,12,0,6.1964402
30,1977,18,47,0,0,1,1,0,1,0,12,0,6.2989502
30,1978,19,48,0,0,1,1,0,1,0,12,0,6.3315001
30,1979,20,49,0,0,1,1,0,1,0,12,0,6.36303
30,1980,21,49,0,0,1,1,0,1,0,12,0,6.4815798
30,1981,22,45,0,0,1,1,0,1,0,12,0,6.5778599
30,1982,23,49,0,0,1,1,0,1,0,12,0,6.6437898
31,1976,22,48,0,1,0,1,1,0,0,17,0,6.9057498
31,1977,23,48,0,1,0,1,1,0,0,17,0,6.9057498
31,1978,24,48,0,1,0,1,1,0,0,17,0,7.31322
31,1979,25,47,0,1,0,1,1,0,0,17,0,7.2442298
31,1980,26,43,0,1,0,1,1,0,0,17,0,7.4843702
31,1981,27,47,0,0,0,1,1,0,0,17,0,7.5496101
31,1982,28,45,0,1,0,1,1,0,0,17,0,7.6133199
32,1976,30,50,0,1,0,1,1,0,0,16,0,6.9057498
32,1977,31,49,0,1,0,1,1,0,0,16,0,6.9057498
32,1978,32,49,0,1,0,1,1,0,0,16,0,7.46737
32,1979,33,48,0,1,0,1,1,0,0,16,0,7.4085302
32,1980,34,49,0,1,0,1,1,0,0,16,0,7.6058898
32,1981,35,47,0,1,0,1,1,0,0,16,0,8.04879
32,1982,36,47,0,1,0,1,1,0,0,16,0,7.7406602
33,1976,14,51,0,0,0,1,1,0,0,16,0,6.9057498
33,1977,15,47,0,0,0,1,1,0,0,16,0,6.9057498
33,1978,16,51,0,0,0,1,1,0,0,16,0,7.1701198
33,1979,17,47,0,0,0,1,1,0,0,16,0,7.2793198
33,1980,18,48,0,0,0,1,1,0,0,16,0,7.2406502
33,1981,19,50,0,0,0,1,1,0,0,16,0,7.3777599
33,1982,20,49,0,0,0,1,1,0,0,16,0,7.46737
34,1976,45,48,1,0,1,0,1,0,0,8,0,5.7589002
34,1977,46,48,1,0,1,0,1,0,0,8,0,5.8607898
34,1978,47,48,1,0,1,0,1,0,0,8,0,5.82305
34,1979,48,49,1,0,1,0,1,0,0,8,0,5.94803
34,1980,49,50,1,0,1,0,1,0,0,8,0,6.2480402
34,1981,50,48,1,0,1,0,1,0,0,8,0,6.2065802
34,1982,51,46,1,0,1,0,1,0,0,8,0,5.9839401
35,1976,8,30,1,0,0,1,1,0,1,13,1,6.5147099
35,1977,9,49,1,1,0,1,1,0,1,13,1,6.6107001
35,1978,10,48,1,1,0,1,1,0,1,13,1,6.3969302
35,1979,11,49,1,1,0,1,1,0,1,13,1,6.7522702
35,1980,12,34,1,1,0,1,1,0,1,13,1,6.8865299
35,1981,13,48,1,1,0,1,1,0,1,13,1,7.0121198
35,1982,14,45,1,1,0,1,1,0,1,13,1,7.0255399
36,1976,15,52,1,0,1,1,1,0,0,10,0,6.62007
36,1977,16,47,0,0,1,1,1,0,0,10,0,6.77422
36,1978,17,50,0,0,1,0,1,0,0,10,0,7.1308999
36,1979,18,50,0,0,1,0,1,0,0,10,0,7.0884099
36,1980,19,48,0,0,1,1,1,0,0,10,0,7.1308999
36,1981,20,50,0,0,1,1,1,0,0,10,0,6.9077601
36,1982,21,41,0,0,1,1,1,0,0,10,0,7.1800699
37,1976,12,52,0,0,0,1,1,0,0,14,0,6.9057498
37,1977,13,47,0,0,0,1,1,0,0,14,0,6.7417002
37,1978,14,50,0,0,0,1,1,0,0,14,0,7.0030699
37,1979,15,49,0,0,0,1,1,0,0,14,0,7.1308999
37,1980,16,50,0,0,0,1,1,0,0,14,0,7.1428299
37,1981,17,48,0,0,0,1,1,0,0,14,0,7.2827601
37,1982,18,49,0,0,0,1,0,0,0,14,0,7.4091401
38,1976,10,48,1,1,0,0,1,0,1,12,0,6.0520902
38,1977,11,49,1,1,0,0,1,0,1,12,0,6.0520902
38,1978,12,48,1,1,0,0,1,0,1,12,0,6.0520902
38,1979,13,48,1,1,0,0,1,0,1,12,0,6.3681898
38,1980,14,49,1,1,0,0,1,0,1,12,0,6.4361501
38,1981,15,48,0,1,0,0,1,0,1,12,0,6.5496502
38,1982,16,49,1,1,0,0,1,0,1,12,0,6.52209
39,1976,6,47,0,0,0,1,1,0,0,13,0,6.4769702
39,1977,7,51,0,0,0,1,0,0,0,13,0,6.5861702
39,1978,8,48,0,0,0,1,0,0,0,13,0,6.4769702
39,1979,9,50,0,0,0,1,0,0,0,13,0,6.5294199
39,1980,10,50,0,0,0,1,0,0,0,13,0,6.8023901
39,1981,11,52,0,0,0,1,0,0,0,13,0,6.7799201
39,1982,12,51,0,0,0,1,1,0,0,13,0,6.80793
40,1976,30,47,0,0,1,0,1,0,1,8,0,6.3578401
40,1977,31,39,0,0,1,0,1,0,1,8,0,6.4997902
40,1978,32,32,0,0,1,0,1,0,1,8,0,6.5820298
40,1979,33,35,0,0,1,0,1,0,1,8,0,6.6945601
40,1980,34,47,0,0,1,0,1,0,1,8,0,6.7878399
40,1981,35,45,0,0,1,0,1,0,1,8,0,6.9077601
40,1982,36,47,0,0,1,0,1,0,1,8,0,7.3581901
41,1976,20,50,0,0,1,1,1,0,0,16,0,6.9057498
41,1977,21,50,0,0,1,1,1,0,0,16,0,6.9057498
41,1978,22,50,0,0,1,1,1,0,0,16,0,7.3777599
41,1979,23,50,0,0,1,1,1,0,0,16,0,7.4910898
41,1980,24,50,0,0,1,1,1,0,0,16,0,7.5755801
41,1981,25,48,0,0,1,1,1,0,0,16,0,7.5283298
41,1982,26,47,0,0,1,1,1,0,0,16,0,7.7449999
42,1976,30,38,1,1,0,1,0,1,1,12,1,6.2185998
42,1977,31,41,1,0,0,1,0,1,1,12,1,6.4937501
42,1978,32,51,1,0,0,1,0,1,1,12,1,6.5806398
42,1979,33,50,1,1,0,1,0,1,1,12,1,6.6896
42,1980,34,42,1,1,0,1,0,1,1,12,1,6.7934699
42,1981,35,50,1,1,0,1,0,1,1,12,1,6.9246101
42,1982,36,49,1,1,0,1,0,1,1,12,1,7.0255399
43,1976,5,49,0,0,0,1,1,0,0,16,0,6.6846099
43,1977,6,47,0,0,0,1,1,0,0,16,0,6.84375
43,1978,7,48,0,0,0,1,1,0,0,16,0,6.9077601
43,1979,8,49,0,0,0,1,1,0,0,16,0,7.0030699
43,1980,9,46,0,0,0,1,1,0,0,16,0,7.1308999
43,1981,10,45,0,0,0,1,1,0,0,16,0,7.4085302
43,1982,11,49,0,0,0,1,1,0,0,16,0,7.4383798
44,1976,7,48,0,1,0,1,1,0,0,17,0,6.9057498
44,1977,8,48,0,1,0,1,1,0,0,17,0,6.9057498
44,1978,9,48,0,1,0,1,1,0,0,17,0,7.20786
44,1979,10,47,0,1,0,1,1,0,0,17,0,7.31322
44,1980,11,46,0,1,0,1,1,0,0,17,0,7.4383798
44,1981,12,46,0,1,0,1,1,0,0,17,0,7.49332
44,1982,13,46,0,1,0,1,1,0,0,17,0,7.6009002
45,1976,13,49,0,0,0,1,0,1,0,13,0,6.2245598
45,1977,14,50,0,0,0,1,0,1,0,13,0,6.3332801
45,1978,15,50,0,0,0,1,0,1,0,13,0,6.3099198
45,1979,16,50,0,0,0,1,0,1,0,13,0,6.4769702
45,1980,17,50,0,0,0,1,0,1,0,13,0,6.6333199
45,1981,18,50,0,0,0,1,0,1,0,13,0,6.6821098
45,1982,19,49,0,0,0,1,0,1,0,13,0,6.6528602
46,1976,6,42,1,0,0,0,1,0,1,12,0,6.1268702
46,1977,7,44,1,0,0,0,1,0,1,12,0,6.23245
46,1978,8,48,1,0,0,0,1,0,1,12,0,6.3261499
46,1979,9,47,1,0,0,0,1,0,1,12,0,6.3243599
46,1980,10,48,1,0,0,0,1,0,1,12,0,6.4677
46,1981,11,47,0,0,0,0,1,0,1,12,0,6.6066499
46,1982,12,47,1,0,0,0,1,0,1,12,0,6.5510802
47,1976,26,48,0,0,0,1,1,0,0,14,0,6.9057498
47,1977,27,49,0,0,0,1,1,0,0,14,0,6.9057498
47,1978,28,48,0,0,0,1,1,0,0,14,0,7.0475202
47,1979,29,48,0,0,0,1,1,0,0,14,0,7.0900798
47,1980,30,48,0,0,0,1,1,0,0,14,0,7.20786
47,1981,31,47,0,0,0,1,1,0,0,14,0,7.1180201
47,1982,32,48,0,0,0,1,1,0,0,14,0,7.0900798
48,1976,26,50,0,1,0,1,0,0,0,16,0,6.9057498
48,1977,27,50,0,1,0,1,0,0,0,16,0,6.9057498
48,1978,28,50,0,1,0,1,0,0,0,16,0,7.1308999
48,1979,29,50,0,1,0,1,0,0,0,16,0,7.2262101
48,1980,30,48,0,1,0,1,1,0,0,16,0,7.1308999
48,1981,31,41,0,1,0,1,1,0,0,16,0,7.31322
48,1982,32,49,0,1,0,1,0,0,0,16,0,7.4383798
49,1976,31,47,0,1,0,0,1,0,0,16,0,6.9057498
49,1977,32,46,0,1,0,0,1,0,0,16,0,6.9057498
49,1978,33,47,0,1,0,0,1,0,0,16,0,7.6009002
49,1979,34,48,0,1,0,0,1,0,0,16,0,7.6760101
49,1980,35,47,0,1,0,0,1,0,0,16,0,7.7020998
49,1981,36,49,0,1,0,0,1,0,0,16,0,7.6962099
49,1982,37,48,0,1,0,0,1,0,0,16,0,7.8208399
50,1976,31,50,0,0,0,1,0,1,1,12,0,6.2709899
50,1977,32,45,0,0,0,1,0,1,1,12,0,6.3985901
50,1978,33,43,0,0,0,1,0,1,1,12,0,6.48311
50,1979,34,48,0,0,0,1,0,1,1,12,0,6.5567799
50,1980,35,46,0,0,0,1,0,1,1,12,0,6.6554399
50,1981,36,32,0,0,0,1,0,1,1,12,0,6.7487602
50,1982,37,28,0,0,0,1,0,1,1,12,0,6.8490701
51,1976,31,45,0,1,0,1,1,0,0,17,0,6.9057498
51,1977,32,48,0,1,0,1,1,0,0,17,0,6.9057498
51,1978,33,48,0,1,0,1,1,0,0,17,0,7.6009002
51,1979,34,47,0,0,0,1,1,0,0,17,0,7.6496902
51,1980,35,48,0,1,0,1,1,0,0,17,0,7.8240499
51,1981,36,47,0,1,0,1,1,0,0,17,0,7.8632698
51,1982,37,44,0,1,0,1,1,0,0,17,0,7.9193602
52,1976,25,46,0,0,0,1,1,0,0,16,0,6.9057498
52,1977,26,49,0,0,0,1,1,0,0,16,0,6.9057498
52,1978,27,49,0,0,0,1,1,0,0,16,0,7.2442298
52,1979,28,48,0,0,0,1,1,0,0,16,0,7.1308999
52,1980,29,48,0,0,0,1,1,0,0,16,0,7.46737
52,1981,30,48,0,0,0,1,1,0,0,16,0,7.6009002
52,1982,31,49,0,0,0,1,1,0,1,16,0,7.6496902
53,1976,13,47,0,0,1,0,1,0,0,13,0,6.4361501
53,1977,14,49,0,0,1,0,1,0,0,13,0,6.9057498
53,1978,15,48,1,0,0,0,1,0,0,13,0,6.9565501
53,1979,16,49,1,0,0,0,1,0,0,13,0,6.9565501
53,1980,17,48,0,0,0,0,1,0,0,13,0,7.0604801
53,1981,18,47,1,0,0,0,1,0,0,13,0,7.20786
53,1982,19,48,0,0,0,0,1,0,0,13,0,7.20786
54,1976,13,47,1,1,0,0,1,0,1,11,0,6.5117502
54,1977,14,52,1,1,0,0,1,0,1,11,0,6.5903001
54,1978,15,51,1,1,0,0,1,0,1,11,0,6.6846099
54,1979,16,51,1,1,0,0,1,0,1,11,0,6.7452402
54,1980,17,49,1,1,0,0,1,0,1,11,0,6.8976998
54,1981,18,49,1,1,0,0,1,0,1,11,0,7.0774999
54,1982,19,50,1,1,0,0,1,0,1,11,0,7.1000299
55,1976,32,49,1,1,0,1,1,0,1,8,0,6.65415
55,1977,33,49,1,1,0,1,1,0,1,8,0,6.8501301
55,1978,34,49,1,1,0,1,1,0,1,8,0,6.8564601
55,1979,35,47,1,1,0,1,1,0,1,8,0,6.9236302
55,1980,36,48,1,1,0,1,1,0,1,8,0,7.04141
55,1981,37,47,1,1,0,1,1,0,1,8,0,7.1332998
55,1982,38,46,1,1,0,1,1,0,1,8,0,7.20786
56,1976,23,51,1,1,1,0,1,0,0,12,0,6.1092501
56,1977,24,49,1,1,1,0,1,0,0,12,0,6.1633101
56,1978,25,52,1,1,1,0,1,0,0,12,0,6.3332801
56,1979,26,52,1,1,1,0,1,0,0,12,0,6.3332801
56,1980,27,48,1,1,1,0,1,0,0,12,0,6.4377499
56,1981,28,50,1,1,1,0,1,0,0,12,0,6.5861702
56,1982,29,50,1,1,1,0,1,0,0,12,0,6.5337901
57,1976,21,47,1,0,1,1,1,0,0,11,0,6.0402498
57,1977,22,49,1,0,1,1,1,0,0,11,0,6.2897201
57,1978,23,49,1,0,1,1,1,0,0,11,0,6.01616
57,1979,24,49,0,0,1,1,1,0,0,11,0,6.5778599
57,1980,25,47,0,0,1,1,1,0,0,11,0,6.5510802
57,1981,26,48,0,0,1,1,1,0,0,11,0,6.53233
57,1982,27,48,0,0,1,1,1,0,0,11,0,6.31355
58,1976,37,49,1,1,0,1,1,0,1,14,0,6.5510802
58,1977,38,48,1,1,0,1,1,0,1,14,0,6.6846099
58,1978,39,40,1,1,0,1,1,0,1,14,0,6.6970301
58,1979,40,48,1,1,0,1,1,0,0,14,0,6.9077601
58,1980,41,48,1,1,0,1,1,0,1,14,0,7.0030699
58,1981,42,48,1,1,0,1,1,0,1,14,0,7.1623998
58,1982,43,48,1,1,0,1,1,0,0,14,0,7.1308999
59,1976,26,48,0,1,0,1,1,0,0,17,0,6.9057498
59,1977,27,49,0,1,0,1,1,0,0,17,0,6.9057498
59,1978,28,48,0,1,0,1,1,0,0,17,0,7.3460102
59,1979,29,47,0,1,0,1,1,0,0,17,0,7.4383798
59,1980,30,46,0,1,0,1,1,0,0,17,0,7.4815602
59,1981,31,48,0,1,0,1,1,0,0,17,0,7.6009002
59,1982,32,46,0,1,0,1,1,0,0,17,0,7.6496902
60,1976,18,46,0,0,0,1,0,1,1,11,1,5.9763498
60,1977,19,39,0,0,0,1,0,1,1,11,1,6.0402498
60,1978,20,44,0,0,0,1,0,1,1,11,1,6.0402498
60,1979,21,49,1,0,0,1,0,1,1,11,1,6.0402498
60,1980,22,48,0,0,0,1,0,1,1,11,1,6.1202998
60,1981,23,47,1,0,0,1,0,1,1,11,1,6.2185998
60,1982,24,43,1,0,0,1,0,1,1,11,1,6.1717
61,1976,24,50,0,0,0,1,0,1,1,17,0,6.7855902
61,1977,25,51,0,0,0,1,0,1,0,17,0,6.8885698
